node_id,community_id
10295905,0
10296370,0
10298423,0
10298791,0
10298822,0
10298926,0
10299363,0
10300944,0
10301138,0
10305597,0
10307617,0
10308552,0
10308568,0
10308623,0
10313973,0
10314126,0
10315584,0
10316797,0
10317076,0
10320849,0
10327641,0
10332543,0
10335735,0
10341314,0
10341612,0
10348607,0
10349978,0
10350423,0
10354313,0
10356850,0
1035709,0
10357225,0
10359922,0
10361555,0
10361780,0
10361931,0
10363144,0
1036405,0
10364210,0
10364362,0
10365088,0
10365997,0
10367323,0
10367334,0
10368353,0
10372152,0
10373996,0
10375361,0
10376133,0
10377227,0
10378000,0
10380586,0
10381180,0
10386110,0
10386620,0
10392031,0
10393200,0
10393278,0
10393767,0
10400013,0
10401227,0
10401383,0
10403830,0
10404585,0
10404826,0
10407796,0
10409957,0
10410800,0
10411804,0
1041321,0
10415440,0
10419802,0
1042077,0
10421105,0
10421927,0
10422958,0
1042399,0
1042417,0
1042447,0
1042450,0
1042455,0
10424735,0
10424916,0
10430049,0
10431021,0
10431658,0
10432893,0
1043776,0
10438815,0
10442977,0
10443280,0
10445200,0
10445989,0
10446280,0
10450245,0
10453144,0
10453616,0
10454100,0
10455045,0
10455551,0
10456666,0
10457098,0
10457532,0
10457955,0
10461700,0
10463035,0
10465292,0
10465900,0
10466274,0
10468789,0
10470779,0
10471469,0
10473881,0
10474361,0
10474647,0
10476353,0
10482579,0
10483698,0
10484137,0
10485027,0
10488658,0
10489367,0
10489892,0
10490655,0
10491390,0
10491403,0
10491406,0
10491408,0
10491412,0
10491415,0
10491416,0
10491423,0
10491428,0
10491431,0
10491436,0
10491442,0
10491443,0
10491444,0
10491446,0
10491448,0
10491458,0
10491459,0
10491464,0
10491466,0
10491478,0
10491480,0
10491482,0
10491498,0
10491504,0
10491507,0
10491508,0
10491509,0
10491515,0
10491517,0
10491537,0
10491546,0
10491561,0
10491563,0
10491564,0
10491565,0
10491566,0
10491585,0
10491588,0
10491592,0
10491790,0
10492686,0
10494413,0
10495084,0
10496045,0
10497063,0
10497610,0
104995,0
10500179,0
10500594,0
10501417,0
10505708,0
10507901,0
10508544,0
10513954,0
10516008,0
10517807,0
10520109,0
10522116,0
10523354,0
10523930,0
10526737,0
10526860,0
10527535,0
10529226,0
10529776,0
10529869,0
10533847,0
10533892,0
10534344,0
10536759,0
10537176,0
10537996,0
10540198,0
105404,0
10545678,0
10546000,0
10556364,0
10560864,0
10562759,0
10563406,0
10565022,0
10565322,0
10566021,0
10566719,0
10566946,0
1056726,0
10568190,0
10568231,0
10569103,0
10571107,0
10571288,0
10571432,0
10572594,0
10572773,0
10573013,0
10573130,0
10573561,0
10575338,0
10575516,0
10577615,0
10577783,0
10578561,0
105803,0
10580316,0
10581145,0
10581253,0
10581291,0
10581863,0
10581925,0
10582255,0
1058283,0
10583504,0
10587193,0
1058726,0
10587373,0
10587778,0
10588272,0
10589719,0
10590088,0
10591653,0
10592537,0
10592833,0
10593264,0
10595304,0
10596886,0
10597041,0
10598353,0
10598870,0
10600819,0
10601077,0
10603472,0
1060389,0
10603971,0
10607835,0
10608181,0
10608818,0
10609722,0
10610948,0
10613070,0
10616043,0
10616798,0
1061770,0
10619032,0
10623580,0
1062827,0
1062936,0
1063205,0
10637190,0
10640927,0
10649376,0
10649571,0
10653443,0
10656653,0
10661293,0
106615,0
10662035,0
10666443,0
106714,0
1067419,0
1067437,0
10678840,0
10681454,0
10683413,0
10684718,0
107016,0
1071309,0
1072612,0
107373,0
1074711,0
1074723,0
1075783,0
1076112,0
107642,0
107763,0
1078015,0
107866,0
1080079,0
1080363,0
108182,0
1081881,0
108268,0
1082777,0
1084169,0
1084323,0
1085411,0
109129,0
1091708,0
109429,0
1094347,0
1094823,0
1096201,0
109838,0
1098390,0
1102609,0
1103809,0
1103923,0
110566,0
1106016,0
110644,0
1106729,0
110676,0
110729,0
1107872,0
1108715,0
1110525,0
111088,0
1110907,0
1111461,0
1114659,0
111621,0
1116555,0
1116936,0
1117213,0
1117640,0
111805,0
1119538,0
1120029,0
1120106,0
112023,0
1120395,0
1121495,0
1121589,0
1121744,0
1121864,0
1122538,0
1125133,0
1125135,0
1125411,0
1125905,0
1127120,0
1127577,0
1128686,0
1129034,0
1131485,0
1131516,0
1131733,0
1132375,0
1132495,0
1135636,0
1136397,0
1136737,0
1137309,0
1137366,0
114040,0
1142212,0
1142948,0
1142958,0
1142964,0
1142971,0
1142983,0
114407,0
1145017,0
1145704,0
1146326,0
114637,0
1146895,0
1146896,0
1148063,0
1148889,0
1149175,0
1150366,0
1151271,0
1151354,0
1152072,0
115324,0
1154459,0
1155180,0
1155920,0
115598,0
115600,0
115664,0
11569,0
1156943,0
115699,0
1157216,0
1157242,0
1157382,0
1157549,0
1158024,0
1161339,0
116166,0
1161682,0
1162278,0
1162505,0
1163087,0
1165913,0
116650,0
1168089,0
1169466,0
117079,0
117098,0
117304,0
1173763,0
1174043,0
1174102,0
1174299,0
1174450,0
117563,0
1175709,0
1176048,0
1176680,0
1176920,0
1176962,0
117745,0
1177926,0
1178160,0
1178694,0
1179267,0
1182304,0
1182362,0
1183460,0
1183719,0
1183893,0
1184292,0
1184377,0
1184696,0
1184701,0
1184804,0
1185072,0
1185275,0
1185302,0
1186284,0
1186542,0
1186873,0
1187527,0
1187975,0
1187994,0
1188005,0
1188031,0
1188200,0
1188227,0
1188339,0
1188417,0
1188545,0
1188966,0
1189747,0
1191765,0
1193367,0
1193960,0
1194094,0
1194991,0
1195123,0
1195260,0
1195484,0
1195485,0
1195546,0
1195570,0
1195773,0
1196303,0
1196304,0
1196631,0
1198982,0
1199052,0
1199655,0
1199753,0
1199908,0
1200137,0
1200336,0
1200366,0
1200410,0
1200836,0
1201003,0
1201151,0
1201751,0
1201875,0
1202715,0
1202974,0
1203712,0
1203846,0
1204392,0
1204670,0
1204771,0
1204976,0
120537,0
120549,0
1205513,0
1205593,0
1205715,0
1205747,0
1205772,0
120640,0
1206444,0
1206445,0
1206514,0
120699,0
120764,0
1207778,0
12086,0
1208816,0
1210139,0
1210520,0
1211975,0
1212250,0
1213343,0
1214286,0
1216003,0
1216197,0
1216415,0
1216570,0
1217197,0
1217313,0
1217363,0
1217843,0
1218220,0
1219014,0
1219126,0
1219625,0
1219730,0
1219737,0
1219747,0
1221892,0
1221893,0
1221916,0
1222477,0
1222604,0
1222610,0
1222735,0
1223032,0
122362,0
1223823,0
122403,0
1224276,0
122457,0
122497,0
1225069,0
1225074,0
1225106,0
1225304,0
1225325,0
1227063,0
1227799,0
1227976,0
1228379,0
1228828,0
1229358,0
1230217,0
1230521,0
1231359,0
1232256,0
1232668,0
1233435,0
1233590,0
1233601,0
1234298,0
1234817,0
1234870,0
1235240,0
123645,0
123654,0
1236798,0
1236987,0
1237287,0
1237611,0
123854,0
1238608,0
1238626,0
1239385,0
12402,0
1240305,0
124200,0
124440,0
1244846,0
1246693,0
124739,0
1248363,0
1248974,0
1249474,0
1249540,0
1250777,0
1251180,0
1251389,0
1252515,0
1254241,0
1254966,0
1256124,0
1256933,0
12582,0
125912,0
1259775,0
1260762,0
12608,0
1262330,0
12673,0
1267860,0
1268254,0
1268680,0
1268719,0
1268752,0
1269014,0
1269756,0
1270786,0
1271962,0
1272366,0
1272448,0
1273047,0
1273764,0
127388,0
1274005,0
127408,0
1275505,0
1276022,0
1276249,0
1276910,0
1277226,0
1278500,0
1279163,0
1280205,0
1282124,0
1282618,0
1283060,0
1284612,0
1285748,0
1286581,0
1287544,0
1289351,0
1290144,0
1290154,0
1290164,0
1291532,0
1292366,0
1295555,0
12961,0
129880,0
1299154,0
1299259,0
1299944,0
1301429,0
130414,0
130547,0
1306338,0
130813,0
130832,0
130884,0
130896,0
130921,0
130930,0
130942,0
130948,0
130954,0
130957,0
130961,0
1309628,0
130979,0
131022,0
131058,0
131068,0
131077,0
131079,0
131088,0
1310894,0
131117,0
131121,0
131137,0
131150,0
131160,0
131162,0
131168,0
131181,0
131219,0
131226,0
131228,0
131240,0
1312401,0
131246,0
131248,0
131340,0
131385,0
131388,0
131398,0
131423,0
1314269,0
131440,0
1314612,0
131463,0
131472,0
131488,0
131513,0
131521,0
131533,0
131545,0
131567,0
131578,0
131580,0
131583,0
131586,0
131588,0
131592,0
131600,0
1317127,0
13172,0
1317375,0
1318454,0
1318940,0
1318954,0
1319291,0
1319587,0
131999,0
1320783,0
132097,0
132125,0
1322240,0
1322404,0
1322441,0
1322642,0
1324420,0
1324577,0
13250,0
1325499,0
132627,0
1328848,0
132916,0
1330770,0
1331101,0
1331188,0
133160,0
13334,0
1333511,0
1333985,0
1333989,0
1334034,0
1334617,0
1334936,0
1334980,0
133510,0
1335787,0
1336181,0
1336372,0
1336509,0
1336602,0
1336752,0
1336779,0
1336801,0
1336820,0
1337043,0
1337273,0
1337342,0
1337852,0
1337879,0
1338569,0
1339181,0
1339701,0
1340371,0
1340380,0
13407,0
1342328,0
1342369,0
134276,0
1342762,0
1342892,0
1342988,0
1343015,0
1343035,0
1343283,0
1343285,0
1343423,0
1344225,0
1346282,0
1346405,0
1346613,0
1346685,0
1346689,0
1347451,0
1347486,0
1347519,0
1347960,0
1347968,0
1347980,0
1347997,0
1348067,0
1348200,0
1348261,0
1348264,0
1348948,0
1349190,0
1349459,0
1351063,0
1351337,0
1351367,0
1352136,0
1352212,0
1352456,0
135437,0
1355932,0
135643,0
1356804,0
135682,0
1358574,0
135937,0
135950,0
1359549,0
1360149,0
136016,0
1360171,0
1360410,0
1360423,0
1360884,0
1360962,0
1360993,0
1361260,0
1361611,0
136167,0
1361913,0
1362072,0
136254,0
1362622,0
1364765,0
1367295,0
1368720,0
1368721,0
1371420,0
1371732,0
1371961,0
1372955,0
1373794,0
1374441,0
1374866,0
1374927,0
1376351,0
1376576,0
1378026,0
1378103,0
1378149,0
1378814,0
1379559,0
1380033,0
1381012,0
1381658,0
1381748,0
1382681,0
1384132,0
1385386,0
1385869,0
1386424,0
1387247,0
1387517,0
1387668,0
1389520,0
1389543,0
1389551,0
1389556,0
1389567,0
1389598,0
1389669,0
1389691,0
1389697,0
1389698,0
1389703,0
1389705,0
1389724,0
1389739,0
1389759,0
1389762,0
1389771,0
1389773,0
1389775,0
1389777,0
1389778,0
1389781,0
1389829,0
1390755,0
1391515,0
1392126,0
1393342,0
1393352,0
1393353,0
1393357,0
1393358,0
1393359,0
1393362,0
1393363,0
1393367,0
1393386,0
1393388,0
1393389,0
1393392,0
1393394,0
1393408,0
1393413,0
1393414,0
1393416,0
1393417,0
1393423,0
1393431,0
1393432,0
1393444,0
1393453,0
1393458,0
1393460,0
1393464,0
1393471,0
1393473,0
1393481,0
1393484,0
1393487,0
1393490,0
1393491,0
1393496,0
1393513,0
1393531,0
1393532,0
1393537,0
1393542,0
1393544,0
1393553,0
1393556,0
1393558,0
1393561,0
1393565,0
1393568,0
1393589,0
1393591,0
1393596,0
1393602,0
1393613,0
139392,0
139412,0
1395472,0
1396867,0
1398756,0
1399848,0
1401743,0
1402912,0
1403147,0
1403161,0
1403972,0
14055,0
1406281,0
140840,0
1408419,0
1408847,0
1409077,0
141038,0
141081,0
1411000,0
1411360,0
1412639,0
141268,0
1413175,0
1413271,0
14138,0
1414393,0
1415873,0
1417357,0
1417388,0
1417391,0
1417455,0
1419923,0
1421074,0
1426142,0
1426256,0
1426822,0
1427205,0
142987,0
1432988,0
1433136,0
1433630,0
1434472,0
1434599,0
1438920,0
1439047,0
1441,0
14438,0
1444383,0
1446375,0
1446379,0
1447525,0
1448926,0
1450935,0
1451751,0
1452809,0
1452944,0
1453580,0
1454130,0
1456542,0
1457192,0
14586,0
1458793,0
1460989,0
1461373,0
1462608,0
1464701,0
1465132,0
1467653,0
1470190,0
1471711,0
1471824,0
1471859,0
1473399,0
1473966,0
1474871,0
14757,0
1476672,0
1477510,0
147776,0
1478087,0
1478295,0
147840,0
1479159,0
1480534,0
1481858,0
1482094,0
14833,0
1483593,0
1484636,0
1484794,0
1487982,0
1488354,0
1488649,0
1488877,0
1489946,0
1490494,0
1492555,0
1492569,0
1493394,0
1494142,0
1495844,0
1496832,0
149854,0
1500326,0
1500470,0
1501906,0
15021,0
1502471,0
150425,0
1504355,0
1506468,0
1506875,0
1507511,0
1507578,0
1507674,0
1509290,0
1509569,0
1510227,0
1511412,0
1511830,0
1511926,0
1512036,0
1512576,0
1513567,0
1513962,0
1514559,0
1514873,0
1515454,0
1515675,0
1515687,0
1515691,0
1516136,0
151649,0
1516646,0
1517376,0
1518424,0
1518655,0
1519743,0
1521935,0
1522379,0
1522710,0
15229,0
152302,0
1523809,0
1525020,0
1525478,0
1525807,0
152597,0
1528226,0
1528883,0
1530489,0
1530881,0
1530922,0
1531958,0
1532902,0
1532903,0
1534204,0
1534217,0
1538843,0
1539078,0
1540517,0
1540911,0
1541027,0
1541330,0
1541854,0
1541936,0
1542651,0
154326,0
1543962,0
1544018,0
1544784,0
1544834,0
1546726,0
1548480,0
1550277,0
1550622,0
1552477,0
1553298,0
1555155,0
1556182,0
1556491,0
1556872,0
1557618,0
1557810,0
1558370,0
1558464,0
1560976,0
1562143,0
1562186,0
1564749,0
1564750,0
1564780,0
1565940,0
1566289,0
1566664,0
1568551,0
1568923,0
1570115,0
1573982,0
1574955,0
1576163,0
1576310,0
1578597,0
1578644,0
158109,0
1581619,0
1581633,0
1583993,0
1586337,0
158727,0
1587603,0
1587908,0
1588332,0
1588703,0
158919,0
1590042,0
1590186,0
1592454,0
1593557,0
159358,0
159377,0
159381,0
1595233,0
159681,0
159682,0
15982,0
159829,0
1598596,0
1598612,0
1599628,0
1600741,0
1601172,0
1603140,0
1604970,0
1605691,0
16061,0
1607017,0
1607834,0
1608063,0
1608065,0
1608705,0
1610944,0
1611276,0
1611696,0
1611844,0
1612085,0
1612304,0
1612936,0
1613046,0
1614651,0
1614735,0
1617256,0
1617660,0
1619480,0
1620179,0
1620646,0
16218,0
1624238,0
1624404,0
162732,0
1627527,0
1628032,0
1628106,0
1628568,0
1628596,0
1628599,0
1628643,0
1628661,0
1628682,0
1628684,0
1628876,0
1629383,0
16296,0
1629890,0
1630273,0
1633648,0
1633784,0
1634516,0
1634766,0
1634854,0
1634930,0
1634945,0
1635219,0
1635289,0
1635710,0
163579,0
1637903,0
1637994,0
1640029,0
1640885,0
1642795,0
1644428,0
1644967,0
1645331,0
1645657,0
1646895,0
1647765,0
1653478,0
1653848,0
1655044,0
1655149,0
1655523,0
1656439,0
1657001,0
165879,0
1659118,0
1659427,0
1659932,0
16602,0
1660466,0
1660632,0
1661438,0
1662970,0
1663200,0
1664329,0
1664352,0
1664935,0
1664960,0
1665317,0
1665552,0
1665743,0
1666216,0
166808,0
1668670,0
1669234,0
1670896,0
1672358,0
1673486,0
1674311,0
1675022,0
1677235,0
1677252,0
1677883,0
1678524,0
1679608,0
1679930,0
1682732,0
1683889,0
1683942,0
1684401,0
1684531,0
1684769,0
1685213,0
16853,0
1685465,0
1685738,0
1685853,0
1687571,0
1688188,0
1688773,0
1689150,0
1689771,0
1691159,0
1695149,0
1695644,0
1696442,0
1697134,0
1697164,0
1697926,0
1698441,0
1698901,0
1700305,0
1700471,0
1701443,0
1702104,0
1702117,0
1702580,0
1704887,0
1707486,0
170779,0
170786,0
170788,0
170802,0
170805,0
170810,0
170815,0
1708188,0
170821,0
170826,0
170828,0
170837,0
170839,0
170854,0
1708582,0
170859,0
1708702,0
1709532,0
1711788,0
1713718,0
1714061,0
1714540,0
1716399,0
1716680,0
1717426,0
1717544,0
1717581,0
1717584,0
1717596,0
1717606,0
1718314,0
1718324,0
1718648,0
1719129,0
1720491,0
1721508,0
1723209,0
1725102,0
1725288,0
1725528,0
1728253,0
1728577,0
1729288,0
1731047,0
1731111,0
1731422,0
173266,0
1732861,0
1733691,0
1735098,0
17375,0
1739342,0
1739829,0
1741359,0
1743233,0
1743984,0
1744890,0
1746823,0
1747593,0
1748935,0
1750108,0
1750522,0
1751865,0
1753015,0
175359,0
1756199,0
1757061,0
1757696,0
1759748,0
1760402,0
1760992,0
1761503,0
1761604,0
1762986,0
1763080,0
1763480,0
1763841,0
1764609,0
1764644,0
1764678,0
1764733,0
1765206,0
1766189,0
176699,0
1768391,0
1769383,0
177308,0
1773149,0
1773284,0
1773297,0
1773523,0
177436,0
1775830,0
1776255,0
177640,0
177852,0
1779955,0
178052,0
1781647,0
1784925,0
1785804,0
178650,0
1787447,0
1787995,0
1788625,0
1789018,0
178919,0
1789683,0
1789925,0
1789961,0
1794959,0
1795055,0
1800259,0
1800411,0
1800445,0
18007,0
1800927,0
1801316,0
1801488,0
1801491,0
1801669,0
1801835,0
1801882,0
1802108,0
1803484,0
1804367,0
1805982,0
1808186,0
1809079,0
1810630,0
1811473,0
1811501,0
1811676,0
1812,0
1812916,0
1813354,0
1813356,0
1814378,0
1814384,0
1815251,0
1815631,0
1815741,0
18159,0
1816115,0
1817585,0
1817925,0
1818349,0
1819286,0
1819506,0
1819683,0
1820978,0
1824827,0
1824848,0
1825714,0
1825887,0
1827961,0
1828101,0
1828926,0
1830588,0
1831567,0
1832579,0
1833566,0
1834328,0
1835199,0
1835486,0
1835498,0
1835780,0
1836002,0
1836162,0
1836361,0
1836870,0
1836942,0
1840799,0
1840822,0
1840825,0
1840846,0
1840858,0
1840864,0
1840879,0
1840895,0
1841126,0
1841513,0
1843008,0
1843444,0
1844921,0
1846019,0
1846207,0
1846336,0
1847969,0
1849045,0
1849690,0
185323,0
1853494,0
1853497,0
1853888,0
1854084,0
1856249,0
1857,0
1857073,0
1857480,0
1857672,0
1857927,0
1859115,0
1860513,0
186140,0
1862218,0
1863133,0
1863316,0
1864197,0
1866619,0
1868245,0
1868358,0
1868405,0
1868610,0
1868709,0
1868713,0
1868727,0
1871738,0
1872354,0
1872404,0
1872727,0
1872742,0
1873737,0
1874922,0
1875113,0
1875152,0
1875483,0
1876514,0
1876676,0
1876768,0
1876784,0
1877036,0
1877113,0
1879369,0
1880030,0
1880180,0
18811,0
1881430,0
188295,0
1883703,0
1884048,0
1884211,0
1884658,0
1884771,0
1885292,0
1885805,0
1886655,0
1887028,0
1888847,0
1889999,0
1890949,0
1891782,0
1891980,0
1894615,0
1896296,0
1897226,0
1897251,0
1897931,0
1898378,0
1898385,0
189853,0
1898969,0
190050,0
1901061,0
1901348,0
1903310,0
190384,0
190483,0
1906209,0
1906743,0
1906943,0
1907390,0
1908387,0
1909637,0
1912046,0
1912652,0
1913,0
1913335,0
1913887,0
1913898,0
1914141,0
1914544,0
19156,0
19161,0
1916894,0
191765,0
1918360,0
1919799,0
1920244,0
1920473,0
1921425,0
1922548,0
1922705,0
1923381,0
1923577,0
192420,0
1924965,0
1925227,0
192561,0
1925898,0
1926897,0
1926917,0
1927310,0
1931647,0
1932376,0
1932603,0
1933053,0
1933120,0
1933459,0
1933564,0
1933581,0
1933582,0
1933750,0
1934192,0
1935514,0
1936367,0
1937612,0
1938574,0
1938836,0
1940113,0
1941033,0
1944571,0
19447,0
1945805,0
194611,0
19468,0
1947172,0
1948558,0
1948630,0
1949191,0
1950118,0
1951288,0
1952491,0
1952543,0
1952791,0
1953994,0
1954880,0
1954914,0
1957238,0
1958090,0
1959082,0
1961821,0
19619,0
1961902,0
1962436,0
1963080,0
1963107,0
1966062,0
196625,0
1967449,0
1967683,0
1968205,0
196860,0
1968719,0
1970797,0
1970930,0
1973693,0
1973791,0
1973830,0
19751,0
1975160,0
1976343,0
1976400,0
1976435,0
1976446,0
1976482,0
1976487,0
1976716,0
1977433,0
1978830,0
1978866,0
1978900,0
1979898,0
1979988,0
1980529,0
1982600,0
1982627,0
1983062,0
1987296,0
1987859,0
1990313,0
1990349,0
1990551,0
1990778,0
1990926,0
1991392,0
1992094,0
1993228,0
1993267,0
1994763,0
19967,0
1997814,0
199808,0
1998438,0
1999316,0
2,0
2000395,0
2000415,0
2001547,0
2001618,0
2001637,0
2002197,0
2004127,0
2004270,0
2004390,0
2004493,0
2009524,0
2010123,0
2011308,0
2012138,0
2012301,0
2013130,0
2013327,0
2013855,0
201517,0
201582,0
2017248,0
2017406,0
2019200,0
20206,0
2020618,0
2020630,0
2021782,0
2022514,0
2023201,0
2024291,0
2024298,0
202464,0
2026140,0
2026213,0
2026279,0
2027062,0
2027231,0
2030044,0
2031086,0
2031187,0
2031226,0
2031766,0
2031803,0
2033155,0
2033757,0
2033781,0
2033987,0
2035277,0
2035743,0
2036068,0
2036477,0
2037083,0
203889,0
2040953,0
2041052,0
2042475,0
2043644,0
2044361,0
2044914,0
2045248,0
2045390,0
2045439,0
2045610,0
2045640,0
2046268,0
2046495,0
2046969,0
204704,0
2047229,0
2047518,0
2047907,0
2048164,0
2048825,0
2049053,0
2049092,0
2049311,0
2050624,0
2051972,0
2053577,0
2054095,0
2054686,0
2055893,0
2057554,0
20583,0
2061989,0
2062075,0
2062079,0
2062090,0
2062097,0
2062105,0
2062121,0
2062143,0
2062915,0
2063272,0
2064120,0
2064179,0
2064374,0
2065269,0
2065619,0
2065919,0
2065922,0
2065928,0
2065929,0
2065936,0
2065937,0
2065943,0
2065944,0
2065950,0
2065957,0
2065958,0
2065967,0
2065977,0
2065982,0
2065984,0
2065987,0
2065994,0
2066000,0
2066001,0
2066019,0
2066022,0
2066023,0
2066029,0
2066031,0
2066034,0
2066035,0
2066037,0
2066041,0
2066044,0
2066045,0
2066049,0
2066051,0
2066059,0
2066063,0
2066067,0
2066073,0
2066076,0
2066083,0
2066088,0
2066099,0
2066102,0
2066125,0
2066333,0
2067351,0
2067359,0
2067364,0
2067369,0
2067453,0
2067457,0
2069023,0
2070214,0
207193,0
2072784,0
2073335,0
2073451,0
2073568,0
2073945,0
2074707,0
2076579,0
2077425,0
2079388,0
2079931,0
2080378,0
208051,0
2081446,0
2081654,0
2082316,0
2082637,0
2082715,0
2084067,0
2085861,0
2086245,0
2086248,0
2086272,0
2086283,0
2086311,0
208776,0
2087833,0
208788,0
2089247,0
209036,0
2090540,0
2091700,0
209213,0
209477,0
2096879,0
20974,0
209882,0
209920,0
2099256,0
209966,0
2099741,0
210041,0
2100940,0
210109,0
2101558,0
210179,0
2102474,0
2102676,0
2103256,0
2103316,0
2103541,0
2104757,0
210495,0
2104959,0
2105000,0
2105324,0
2106172,0
210699,0
2108195,0
2109141,0
211102,0
2112223,0
211406,0
2114061,0
211522,0
211843,0
2120786,0
2121275,0
2121636,0
2122452,0
2122495,0
2122594,0
2123755,0
2124580,0
2125292,0
2126430,0
2126945,0
212741,0
2128562,0
212947,0
2130373,0
2130425,0
2131015,0
2131410,0
2133414,0
213363,0
21340,0
2134110,0
2135333,0
2135398,0
213688,0
2137961,0
2138382,0
2139136,0
2141149,0
2141453,0
2142041,0
2142124,0
2142809,0
2142849,0
2142923,0
2143274,0
2143464,0
2143480,0
2143485,0
2144848,0
21474,0
2149633,0
2150734,0
2151308,0
2152269,0
2152781,0
2153342,0
215403,0
2154214,0
2154464,0
2154623,0
215507,0
2155656,0
2156307,0
2156312,0
2156404,0
2156733,0
2157336,0
2158326,0
2160709,0
2162677,0
216275,0
2164010,0
2164419,0
2165579,0
2166369,0
2167030,0
2167993,0
216874,0
2168922,0
2169265,0
2169308,0
21699,0
2170436,0
2170990,0
2171452,0
2172988,0
217347,0
2176312,0
2176647,0
2176751,0
2177896,0
217799,0
2178331,0
217859,0
2178669,0
2178740,0
2178758,0
2179154,0
2179264,0
2179542,0
21796,0
217966,0
2180215,0
2180329,0
2180420,0
2180462,0
2180569,0
2180590,0
2180634,0
2180682,0
2182097,0
2182232,0
2182527,0
2183334,0
2184397,0
2184460,0
2185237,0
218693,0
2188717,0
2189206,0
2189658,0
2189776,0
2189779,0
2191559,0
2192878,0
2193608,0
2194352,0
2194507,0
2194668,0
2196805,0
2198216,0
219918,0
2199375,0
219988,0
2200779,0
2201863,0
2201973,0
2203323,0
2203471,0
2203564,0
220365,0
2203739,0
220381,0
2203984,0
2204067,0
2204069,0
2204084,0
2204198,0
2204369,0
2204373,0
2204604,0
2204888,0
2207995,0
2208474,0
220892,0
221136,0
2211579,0
2211891,0
221226,0
2212272,0
2213877,0
2213903,0
221474,0
221561,0
2215716,0
2215719,0
2216621,0
2216661,0
